word;transcription;translation;class
bedroom;[ʹbedru(:)m];спальня;noun
beer;[bıə];пиво;noun
before;[bıʹfɔ:];пред;preposition
begin;[bıʹgın];начать;verb
beginning;[bıʹgınıŋ];начало;noun
behind;[bıʹhaınd];позади;adverb
behind;[bıʹhaınd];за спиной;preposition
believe;[bıʹli:v];верить;verb
below;[bıʹləʋ];ниже;adverb
below;[bıʹləʋ];под;preposition
best;[best];лучший;adjective
better;[ʹbetə];лучший;adjective
between;[bıʹtwi:n];между;preposition
bicycle;[ʹbaısık(ə)l];велосипед;noun
big;[bıg];большой;adjective
bike;[baık];велосипед;noun
bill;[bıl];законопроект;noun
bird;[bɜ:d];птица;noun
birthday;[ʹbɜ:θd(e)ı];день рождения;noun
black;[blæk];черный;adjective
black;[blæk];черный цвет;noun
blog;[blɔg];блог;noun
blonde;[blɒnd];светлый;adjective
blue;[blu:];синий;adjective
blue;[blu:];синь;noun
boat;[bəʋt];лодка;noun
body;[ʹbɒdı];тело;noun
book;[bʋk];книга;noun
boot;[bu:t];загрузка;noun
bored;[bɔ:d];скучный;adjective
boring;[ʹbɔ:rıŋ];скучный;adjective
born;[bɔ:n];родиться;verb
both;[bəʋθ];как;determiner
both;[bəʋθ];оба;pronoun
bottle;[ʹbɒtl];бутылка;noun
box;[bɒks];коробка;noun
boy;[bɔı];мальчик;noun
boyfriend;[ʹbɔıfrend];парень;noun
bread;[bred];хлеб;noun
break;[breık];перерыв;noun
break;[breık];сломать;verb
breakfast;[ʹbrekfəst];завтрак;noun
bring;[brıŋ];принести;verb
brother;[ʹbrʌðə];брат;noun
brown;[braʋn];коричневый;adjective
brown;[braʋn];коричневый цвет;noun
build;[bıld];построить;verb
building;[ʹbıldıŋ];здание;noun
bus;[bʌs];автобус;noun
business;[ʹbıznıs];бизнес;noun
busy;[ʹbızı];занятый;adjective
but;[bʌt];но;conjunction
butter;[ʹbʌtə];масло;noun
buy;[baı];купить;verb
by;[baı];на;preposition
bye;[baı];пока;exclamation
cafe;['kæfei];кафе;noun
cake;[keık];торт;noun
call;[kɔ:l];призыв;noun
call;[kɔ:l];называть;verb
camera;[ʹkæm(ə)rə];камера;noun
can;[kæn];мочь;modal verb
cannot;[ʹkænɒt];не мочь;modal verb
capital;[ʹkæpıtl];капитальный;adjective
capital;[ʹkæpıtl];столица;noun
car;[kɑ:];автомобиль;noun
card;[kɑ:d];карта;noun
career;[kəʹrıə];карьера;noun
carrot;[ʹkærət];морковь;noun
carry;[ʹkærı];нести;verb
cat;[kæt];кошка;noun
cd;[,si:'di:];компакт-диск;noun
cent;[sent];цент;noun
centre;[ʹsentə];центр;noun
century;[ʹsentʃərı];век;noun
chair;[tʃeə];председатель;noun
change;[tʃeındʒ];изменение;noun
change;[tʃeındʒ];изменить;verb
chart;[tʃɑ:t];график;noun
cheap;[tʃi:p];дешевый;adjective
check;[tʃek];проверить;verb
cheese;[tʃi:z];сыр;noun
chicken;[ʹtʃıkın];курица;noun
child;[tʃaıld];ребенок;noun
chocolate;[ʹtʃɒklıt];шоколад;noun
choose;[tʃu:z];выбрать;verb
cinema;[ʹsınımə];кино;noun
city;[ʹsıtı];город;noun
class;[klɑ:s];класс;noun
classroom;[ʹklɑ:srʋm];класс;noun
clean;[kli:n];чистый;adjective
clean;[kli:n];очистить;verb
climb;[klaım];подняться;verb
clock;[klɒk];часы;noun
close;[kləʋs];закрыть;verb
clothes;[kləʋ(ð)z];одежда;noun
club;[klʌb];клуб;noun
coat;[kəʋt];пальто;noun
coffee;[ʹkɒfı];кофе;noun
cold;[kəʋld];холодный;adjective
cold;[kəʋld];холод;noun
college;[ʹkɒlıdʒ];колледж;noun
colour;[ʹkʌlə];цвет;noun
come;[kʌm];прийти;verb
common;[ʹkɒmən];общий;adjective
company;[ʹkʌmpənı];компания;noun
compare;[kəmʹpeə];сравнить;verb
complete;[kəmʹpli:t];полный;adjective
complete;[kəmʹpli:t];завершить;verb
computer;[kəmʹpju:tə];компьютер;noun
concert;[ʹkɒnsət];концерт;noun
conversation;[͵kɒnvəʹseıʃ(ə)n];разговор;noun
cook;[kʋk];готовить;verb
cooking;[ʹkʋkıŋ];кулинария;noun
cool;[ku:l];крутой;adjective
correct;[kəʹrekt];правильный;adjective
correct;[kəʹrekt];исправить;verb
cost;[kɒst];стоимость;noun
cost;[kɒst];стоить;verb
could;[kʋd];мог;modal verb
country;[ʹkʌntrı];страна;noun
course;[kɔ:s];курс;noun
cousin;[ʹkʌz(ə)n];кузен;noun
cow;[kaʋ];корова;noun
cream;[kri:m];крем;noun
create;[krıʹeıt];создать;verb
culture;[ʹkʌltʃə];культура;noun
cup;[kʌp];чашка;noun
customer;[ʹkʌstəmə];клиент;noun
cut;[kʌt];сократить;verb
dad;[dæd];папа;noun
dance;[dɑ:ns];танец;noun
dance;[dɑ:ns];танцевать;verb
dancer;[ʹdɑ:nsə];танцор;noun
dancing;[ʹdɑ:nsıŋ];танец;noun
dangerous;[ʹdeındʒərəs];опасный;adjective
dark;[dɑ:k];темный;adjective
date;[deıt];дата;noun
daughter;[ʹdɔ:tə];дочь;noun
day;[deı];день;noun
dear;[dıə];дорогой;adjective
december;[dıʹsembə];декабрь;noun
decide;[dıʹsaıd];решить;verb
delicious;[dıʹlıʃəs];вкусный;adjective
describe;[dısʹkraıb];описать;verb
description;[dısʹkrıpʃ(ə)n];описание;noun
design;[dıʹzaın];дизайн;noun
design;[dıʹzaın];проектировать;verb
desk;[desk];стол;noun
detail;[ʹdi:teıl];деталь;noun
dialogue;[ʹdaıəlɒg];диалог;noun
dictionary;[ʹdıkʃ(ə)n(ə)rı];словарь;noun
die;[daı];умереть;verb
diet;[ʹdaıət];диета;noun
difference;[ʹdıf(ə)rəns];разница;noun
different;[ʹdıf(ə)rənt];различный;adjective
difficult;[ʹdıfık(ə)lt];трудный;adjective
dinner;[ʹdınə];ужин;noun
dirty;[ʹdɜ:tı];грязный;adjective
discuss;[dısʹkʌs];обсудить;verb
dish;[dıʃ];блюдо;noun
do;[du:];делать;verb
do;[du:];делать;auxiliary verb
doctor;[ʹdɒktə];врач;noun
dog;[dɒg];собака;noun
dollar;[ʹdɒlə];доллар;noun
door;[dɔ:];дверь;noun
down;[daʋn];вниз;adverb
down;[daʋn];вдоль;preposition
downstairs;[͵daʋnʹsteəz];внизу;adverb
draw;[drɔ:];привлечь;verb
dress;[dres];платье;noun
dress;[dres];одеваться;verb
drink;[drıŋk];напиток;noun
drink;[drıŋk];пить;verb
drive;[draıv];водить;verb
driver;[ʹdraıvə];водитель;noun
during;[ʹdjʋərıŋ];во время;preposition
dvd;[diːviːdiː];DVD-диск;noun
each;[i:tʃ];каждый;adverb
each;[i:tʃ];каждый;determiner
each;[i:tʃ];все;pronoun
ear;[ıə];ухо;noun
early;[ʹɜ:lı];ранний;adjective
early;[ʹɜ:lı];рано;adverb
east;[i:st];восточный;adjective
east;[i:st];восточнее;adverb
east;[i:st];восток;noun
easy;[ʹi:zı];простой;adjective
eat;[i:t];есть;verb
egg;[eg];яйцо;noun
eight;[eıt];восемь;number
eighteen;[eıʹti:n];восемнадцать;number
eighty;[ʹeıtı];восемьдесят;number
elephant;[ʹelıfənt];слон;noun
eleven;[ıʹlev(ə)n];одиннадцать;number
else;[els];еще;adverb
email;['i:meil];электронная почта;noun
email;['i:meil];написать;verb
end;[end];конец;noun
end;[end];закончиться;verb
enjoy;[ınʹdʒɔı];наслаждаться;verb
enough;[ıʹnʌf];достаточно;adverb
enough;[ıʹnʌf];достаточно;determiner
enough;[ıʹnʌf];достаточно много;pronoun
euro;[ʹjʋ(ə)rə(ʋ)];евро;noun
even;[ʹi:v(ə)n];еще;adverb
evening;[ʹi:vnıŋ];вечер;noun
event;[ıʹvent];событие;noun
ever;[ʹevə];когда-либо;adverb
every;[ʹevrı];каждый;determiner
everybody;[ʹevrıbɒdı];все;pronoun
everyone;[ʹevrıwʌn];все;pronoun
everything;[ʹevrıθıŋ];всё;pronoun
exam;[ıgʹzæm];экзамен;noun
example;[ıgʹzɑ:mp(ə)l];пример;noun
excited;[ıkʹsaıtıd];рад;adjective
exciting;[ıkʹsaıtıŋ];захватывающий;adjective
exercise;[ʹeksəsaız];осуществление;noun
exercise;[ʹeksəsaız];осуществлять;verb
expensive;[ıkʹspensıv];дорогой;adjective
explain;[ıkʹspleın];объяснить;verb
extra;[ʹekstrə];дополнительный;adjective
eye;[aı];глаз;noun
face;[feıs];лицо;noun
fact;[fækt];факт;noun
fall;[fɔ:l];упасть;verb
false;[fɔ:ls];ложный;adjective
family;[ʹfæm(ə)lı];семейный;adjective
family;[ʹfæm(ə)lı];семья;noun
famous;[ʹfeıməs];известный;adjective
fantastic;[fænʹtæstık];фантастический;adjective
far;[fɑ:];далеко;adverb
farm;[fɑ:m];ферма;noun
farmer;[ʹfɑ:mə];фермер;noun
fast;[fɑ:st];быстрый;adjective
fast;[fɑ:st];быстро;adverb
fat;[fæt];жировой;adjective
father;[ʹfɑ:ðə];отец;noun
favourite;[ʹfeıv(ə)rıt];любимый;adjective
favourite;[ʹfeıv(ə)rıt];фаворит;noun
february;[ʹfebrʋ(ə)rı];февраль;noun
feel;[fi:l];чувствовать себя;verb
feeling;[ʹfi:lıŋ];чувство;noun
festival;[ʹfestıv(ə)l];фестиваль;noun
few;[fju:];немногочисленный;adjective
few;[fju:];мало;determiner
few;[fju:];немногие;pronoun
fifteen;[fıfʹti:n];пятнадцать;number
fifth;[fıfθ];пятый;ordinal number
fifty;[ʹfıftı];пятьдесят;number
fill;[fıl];заполнить;verb
film;[fılm];фильм;noun
final;[ʹfaın(ə)l];окончательный;adjective
find;[faınd];найти;verb
fine;[faın];в порядке;adjective
finish;[ʹfınıʃ];закончить;verb
fire;[ʹfaıə];огонь;noun
first;[fɜ:st];впервые;adverb
first;[fɜ:st];первый;determiner
first;[fɜ:st];первый;ordinal number
fish;[fıʃ];рыбы;noun
five;[faıv];пять;number
flat;[flæt];квартира;noun
flight;[flaıt];полет;noun
floor;[flɔ:];этаж;noun
flower;[ʹflaʋə];цветок;noun
fly;[flaı];летать;verb
follow;[ʹfɒləʋ];следовать;verb
food;[fu:d];пища;noun
foot;[fʋt];нога;noun
football;[ʹfʋtbɔ:l];футбол;noun
for;[fɔ:];за;preposition
forget;[fəʹget];забыть;verb
form;[fɔ:m];форма;noun
form;[fɔ:m];образовать;verb
forty;[ʹfɔ:tı];сорок;number
four;[fɔ:];четыре;number
fourteen;[͵fɔ:ʹti:n];четырнадцать;number
fourth;[fɔ:θ];четвертый;ordinal number
free;[fri:];свободный;adjective
friday;[ʹfraıdı];пятница;noun
friend;[frend];друг;noun
friendly;[ʹfrendlı];дружественный;adjective
from;[frɒm];от;preposition
front;[frʌnt];передний;adjective
front;[frʌnt];перед;noun
fruit;[fru:t];фрукт;noun
full;[fʋl];полный;adjective
fun;[fʌn];веселье;noun
funny;[ʹfʌnı];смешной;adjective
future;[ʹfju:tʃə];будущее;noun
game;[geım];игра;noun
garden;[gɑ:dn];сад;noun
geography;[dʒıʹɒgrəfı];география;noun
get;[get];получить;verb
girl;[gɜ:l];девушка;noun
girlfriend;['gə:lfrend];девушка;noun
give;[gıv];дать;verb
glass;[glɑ:s];стекло;noun
go;[gəʋ];пойти;verb
good;[gʋd];хороший;adjective
goodbye;[gud'bai];пока;exclamation
goodbye;[gud'bai];прощание;noun
grandfather;[ʹgrænd͵fɑ:ðə];дед;noun
grandmother;[ʹgræn͵mʌðə];бабушка;noun
grandparent;[ʹgrænpeərənt];прародитель;noun
great;[greıt];великий;adjective
green;[gri:n];зеленый;adjective
green;[gri:n];зелень;noun
grey;[greı];серый;adjective
grey;[greı];Грей;noun
group;[gru:p];группа;noun
grow;[grəʋ];растить;verb
guess;[ges];предположение;noun
guess;[ges];угадать;verb
guitar;[gıʹtɑ:];гитара;noun
gym;[dʒım];спортзал;noun
hair;[heə];волос;noun
half;[hɑ:f];половина;determiner
half;[hɑ:f];половина;noun
half;[hɑ:f];половина;pronoun
hand;[hænd];рука;noun
happen;[ʹhæpən];произойти;verb
happy;[ʹhæpı];счастливый;adjective
hard;[hɑ:d];тяжелый;adjective
hard;[hɑ:d];трудно;adverb
hat;[hæt];шляпа;noun
hate;[heıt];ненавидеть;verb
have;[hæv];иметь;verb
have to;[hæv] [tu:];должен;modal verb
he;[hi:];он;pronoun
head;[hed];голова;noun
health;[helθ];здоровье;noun
healthy;[ʹhelθı];здоровый;adjective
hear;[hıə];слышать;verb
hello;[həʹləʋ];привет;exclamation
hello;[həʹləʋ];привет;noun
help;[help];помощь;noun
help;[help];помочь;verb
her;[hɜ:];ее;determiner
her;[hɜ:];ее;pronoun
here;[hıə];здесь;adverb
hey;[heı];эй;exclamation
hi;[haı];привет;exclamation
high;[haı];высокий;adjective
him;[hım];его;pronoun
his;[hız];его;determiner
history;[ʹhıst(ə)rı];история;noun
hobby;[ʹhɒbı];хобби;noun
holiday;[ʹhɒlıdı];праздник;noun
home;[həʋm];домой;adverb
home;[həʋm];дом;noun
homework;[ʹhəʋmwɜ:k];домашнее задание;noun
hope;[həʋp];надеяться;verb
horse;[hɔ:s];лошадь;noun
hospital;[ʹhɒspıtl];больница;noun
hot;[hɒt];горячий;adjective
hotel;[həʋʹtel];отель;noun
hour;[ʹaʋə];час;noun
house;[haʋs];дом;noun
how;[haʋ];как;adverb
however;[haʋʹevə];однако;adverb
hundred;[ʹhʌndrəd];тысяча;number
hungry;[ʹhʌŋgrı];голодный;adjective
husband;[ʹhʌzbənd];муж;noun
i;[aı];я;pronoun
ice;[aıs];лед;noun
ice cream;[aıs] [kri:m];мороженое;noun
idea;[aıʹdıə];идея;noun
if;[ıf];если;conjunction
imagine;[ıʹmædʒın];представить;verb
important;[ımʹpɔ:t(ə)nt];важный;adjective
improve;[ımʹpru:v];улучшить;verb
in;[ın];во время;adverb
in;[ın];в;preposition
include;[ınʹklu:d];включать;verb
information;[͵ınfəʹmeıʃ(ə)n];информация;noun
interest;[ʹıntrıst];интерес;noun
interest;[ʹıntrıst];заинтересовать;verb
interested;[ʹıntrıstıd];заинтересованный;adjective
interesting;[ʹıntrıstıŋ];интересный;adjective
internet;['intənet];интернет;noun
interview;[ʹıntəvju:];интервью;noun
interview;[ʹıntəvju:];опросить;verb
into;[ʹıntu:];в;preposition
introduce;[͵ıntrəʹdju:s];ввести;verb
island;[ʹaılənd];остров;noun
it;[ıt];это;pronoun
its;[ıts];его;determiner
jacket;[ʹdʒækıt];куртка;noun
january;[ʹdʒænjʋ(ə)rı];январь;noun
jeans;[dʒi:nz];джинсы;noun
job;[dʒɒb];работа;noun
join;[dʒɔın];присоединиться к;verb
journey;[ʹdʒɜ:nı];путешествие;noun
juice;[dʒu:s];сок;noun
july;[dʒʋʹlaı];июль;noun
june;[dʒu:n];июнь;noun
just;[dʒʌst];только;adverb
keep;[ki:p];держать;verb
key;[ki:];ключевой;adjective
key;[ki:];ключ;noun
kilometre;[ʹkılə͵mi:tə];километр;noun
kind;[kaınd];род;noun
kitchen;[ʹkıtʃın];кухня;noun
know;[nəʋ];знать;verb
land;[lænd];земля;noun
language;[ʹlæŋgwıdʒ];язык;noun
large;[lɑ:dʒ];большой;adjective
last;[lɑ:st];последний;determiner
late;[leıt];поздний;adjective
late;[leıt];допоздна;adverb
later;[ʹleıtə];позже;adverb
laugh;[lɑ:f];смех;noun
laugh;[lɑ:f];смеяться;verb
learn;[lɜ:n];узнать;verb
leave;[li:v];оставить;verb
left;[left];левый;adjective
left;[left];слева;adverb
left;[left];остаток;noun
leg;[leg];нога;noun
lesson;[ʹles(ə)n];урок;noun
let;[let];позволить;verb
letter;[ʹletə];письмо;noun
library;[ʹlaıbr(ə)rı];библиотека;noun
lie;[laı];лгать;verb
life;[laıf];жизнь;noun
light;[laıt];легкий;adjective
light;[laıt];свет;noun
like;[laık];похожий на;preposition
like;[laık];нравиться;verb
line;[laın];линия;noun
lion;[ʹlaıən];лев;noun
list;[lıst];список;noun
list;[lıst];перечислить;verb
listen;[ʹlıs(ə)n];слушать;verb
little;[ʹlıtl];маленький;adjective
little;[ʹlıtl];мало;determiner
little;[ʹlıtl];небольшое количество;pronoun
live;[lıv];жить;verb
local;[ʹləʋk(ə)l];местный;adjective
long;[lɒŋ];длинный;adjective
long;[lɒŋ];долго;adverb
look;[lʋk];выглядеть;verb
lose;[lu:z];потерять;verb
lot;[lɒt];гораздо;adverb
lot;[lɒt];много;determiner
lot;[lɒt];многие;pronoun
love;[lʌv];любовь;noun
love;[lʌv];любить;verb
lunch;[lʌntʃ];обед;noun
machine;[məʹʃi:n];машина;noun
magazine;[͵mægəʹzi:n];журнал;noun
main;[meın];основной;adjective
make;[meık];сделать;verb
man;[mæn];человек;noun
many;[ʹmenı];много;determiner
many;[ʹmenı];многие;pronoun
map;[mæp];карта;noun
march;[mɑ:tʃ];март;noun
market;[ʹmɑ:kıt];рынок;noun
married;[ʹmærıd];женатый;adjective
match;[mætʃ];матч;noun
match;[mætʃ];соответствовать;verb
may;[meı];май;noun
maybe;[ʹmeıbı];возможно;adverb
me;[mi:];мне;pronoun
meal;[mi:l];еда;noun
mean;[mi:n];означать;verb
meaning;[ʹmi:nıŋ];смысл;noun
meat;[mi:t];мясо;noun
meet;[mi:t];встретиться;verb
meeting;[ʹmi:tıŋ];встреча;noun
member;[ʹmembə];участник;noun
menu;[ʹmenju:];меню;noun
message;[ʹmesıdʒ];сообщение;noun
metre;[ʹmi:tə];метр;noun
midnight;[ʹmıdnaıt];полночь;noun
mile;[maıl];миля;noun
milk;[mılk];молоко;noun
million;[ʹmıljən];миллион;number
minute;[ʹmınıt];минута;noun
miss;[mıs];пропустить;verb
mistake;[mıʹsteık];ошибка;noun
model;[mɒdl];модель;noun
modern;[mɒdn];современный;adjective
moment;[ʹməʋmənt];момент;noun
monday;[ʹmʌndı];понедельник;noun
money;[ʹmʌnı];деньга;noun
month;[mʌnθ];месяц;noun
more;[mɔ:];более;adverb
more;[mɔ:];больше;determiner
more;[mɔ:];больше;pronoun
morning;[ʹmɔ:nıŋ];утро;noun
most;[məʋst];наиболее;adverb
most;[məʋst];наибольший;determiner
most;[məʋst];наибольшее;pronoun
mother;[ʹmʌðə];мать;noun
mountain;[ʹmaʋntın];гора;noun
mouse;[maʋs];мышь;noun
mouth;[maʋθ];рот;noun
move;[mu:v];двигаться;verb
movie;[ʹmu:vı];фильм;noun
much;[mʌtʃ];гораздо;adverb
much;[mʌtʃ];много;determiner
much;[mʌtʃ];большая часть;pronoun
mum;[mʌm];мама;noun
museum;[mju:ʹzıəm];музей;noun
music;[ʹmju:zık];музыка;noun
must;[mʌst];должен;modal verb
my;[maı];мой;determiner
name;[neım];имя;noun
name;[neım];звать;verb
natural;[ʹnætʃ(ə)rəl];природный;adjective
near;[nıə];ближний;adjective
near;[nıə];вблизи;adverb
near;[nıə];около;preposition
need;[ni:d];нуждаться;verb
negative;[ʹnegətıv];негативный;adjective
neighbour;[ʹneıbə];сосед;noun
never;[ʹnevə];никогда не;adverb
new;[nju:];новый;adjective
news;[nju:z];новость;noun
newspaper;[ʹnju:s͵peıpə];газета;noun
next;[nekst];следующий;adjective
next;[nekst];рядом;adverb
next to;[nekst] [tu:];рядом с;preposition
nice;[naıs];хороший;adjective
night;[naıt];ночь;noun
nine;[naın];девять;number
nineteen;[͵naınʹti:n];девятнадцать;number
ninety;[ʹnaıntı];девянтосто;number
no;[nəʋ];не;determiner
no;[nəʋ];нет;exclamation
no one;[nəʋ] [wʌn];никто;pronoun
nobody;[ʹnəʋbədı];ни один;pronoun
north;[nɔ:θ];северный;adjective
north;[nɔ:θ];севернее;adverb
north;[nɔ:θ];север;noun
nose;[nəʋz];нос;noun
not;[nɒt];нет;adverb
note;[nəʋt];записка;noun
nothing;[ʹnʌθıŋ];ничего;pronoun
november;[nə(ʋ)ʹvembə];ноябрь;noun
now;[naʋ];теперь;adverb
number;[ʹnʌmbə];число;noun
nurse;[nɜ:s];медсестра;noun
o'clock;[əʹklɒk];часов;adverb
object;[ʹɒbdʒekt];объект;noun
october;[ɒkʹtəʋbə];октябрь;noun
of;[ɒv];от;preposition
off;[ɒf];себя;adverb
off;[ɒf];вне;preposition
office;[ʹɒfıs];офис;noun
often;[ʹɒf(t)ən];часто;adverb
oh;[əʋ];ох;exclamation
ok;[əʊʹkeɪ];нормальный;adjective
ok;[əʊʹkeɪ];вот;adverb
ok;[əʊʹkeɪ];ладно;exclamation
old;[əʋld];старый;adjective
on;[ɒn];далее;adverb
on;[ɒn];на;preposition
once;[wʌns];когда-то;adverb
one;[wʌn];один;determiner
one;[wʌn];один;number
one;[wʌn];можно;pronoun
onion;[ʹʌnjən];лук;noun
online;[ʹɒnlaɪn];онлайн;adjective
online;[ʹɒnlaɪn];онлайн;adverb
only;[ʹəʋnlı];единственный;adjective
only;[ʹəʋnlı];только;adverb
open;[ʹəʋpən];открытый;adjective
open;[ʹəʋpən];открыть;verb
opinion;[əʹpınjən];мнение;noun
opposite;[ʹɒpəzıt];противоположный;adjective
opposite;[ʹɒpəzıt];напротив;adverb
opposite;[ʹɒpəzıt];противоположность;noun
opposite;[ʹɒpəzıt];против;preposition
or;[ɔ:];или;conjunction
orange;[ʹɒrındʒ];оранжевый;adjective
orange;[ʹɒrındʒ];апельсин;noun
order;[ʹɔ:də];порядок;noun
order;[ʹɔ:də];заказать;verb
other;[ʹʌðə];другой;adjective
other;[ʹʌðə];другой;pronoun
our;[ʹaʋə];наш;determiner
out;[aʋt];вне;adverb
out;[aʋt];из;preposition
outside;[ʹaʋtsaıd];снаружи;adverb
over;[ʹəʋvə];на протяжении;adverb
over;[ʹəʋvə];над;preposition
own;[əʋn];собственный;adjective
own;[əʋn];свой;pronoun
page;[peıdʒ];страница;noun
paint;[peınt];краска;noun
paint;[peınt];рисовать;verb
painting;[ʹpeıntıŋ];картина;noun
pair;[peə];пара;noun
paper;[ʹpeıpə];бумага;noun
paragraph;[ʹpærəgrɑ:f];пункт;noun
parent;[ʹpe(ə)rənt];родитель;noun
park;[pɑ:k];парк;noun
park;[pɑ:k];парковаться;verb
part;[pɑ:t];часть;noun
partner;[ʹpɑ:tnə];партнер;noun
party;[ʹpɑ:tı];партия;noun
passport;[ʹpɑ:spɔ:t];паспорт;noun
past;[pɑ:st];прошлый;adjective
past;[pɑ:st];прошлое;noun
past;[pɑ:st];после;preposition
pay;[peı];платить;verb
pen;[pen];ручка;noun
pencil;[ʹpens(ə)l];карандаш;noun
people;[ʹpi:p(ə)l];люди;noun
pepper;[ʹpepə];перец;noun
perfect;[ʹpɜ:fıkt];идеальный;adjective
period;[ʹpı(ə)rıəd];период;noun
person;[ʹpɜ:s(ə)n];человек;noun
personal;[ʹpɜ:s(ə)nəl];личный;adjective
phone;[fəʋn];телефон;noun
phone;[fəʋn];позвонить;verb
photo;[ʹfəʋtəʋ];фото;noun
photograph;[ʹfəʋtəgrɑ:f];фотография;noun
phrase;[freız];фраза;noun
piano;[pıʹænəʋ];фортепиано;noun
picture;[ʹpıktʃə];картина;noun
piece;[pi:s];кусок;noun
pig;[pıg];свинья;noun
pink;[pıŋk];розовый;adjective
pink;[pıŋk];розовый цвет;noun
place;[pleıs];место;noun
plan;[plæn];план;noun
plan;[plæn];планировать;verb
plane;[pleın];самолет;noun
plant;[plɑ:nt];завод;noun
play;[pleı];игра;noun
play;[pleı];играть;verb
player;[ʹpleıə];игрок;noun
please;[pli:z];пожалуйста;exclamation
point;[pɔınt];точка;noun
police;[pəʹli:s];полиция;noun
policeman;[pəʹli:smən];полицейский;noun
pool;[pu:l];бассейн;noun
poor;[pʋə];бедный;adjective
popular;[ʹpɒpjʋlə];популярный;adjective
positive;[ʹpɒzıtıv];положительный;adjective
possible;[ʹpɒsəb(ə)l];возможный;adjective
post;[pəʋst];пост;noun
post;[pəʋst];публиковать;verb
potato;[pəʹteıtəʋ];картофель;noun
pound;[paʋnd];фунт;noun
practice;[ʹpræktıs];практика;noun
practise;[ʹpræktıs];практиковать;verb
prefer;[prıʹfɜ:];предпочитать;verb
prepare;[prıʹpeə];подготовить;verb
present;[ʹprez(ə)nt];настоящий;adjective
present;[ʹprez(ə)nt];настоящее время;noun
pretty;[ʹprıtı];красивый;adjective
pretty;[ʹprıtı];довольно;adverb
price;[praıs];цена;noun
probably;[ʹprɒbəblı];вероятно;adverb
problem;[ʹprɒbləm];проблема;noun
product;[ʹprɒdʌkt];продукт;noun
programme;[ʹprəʋgræm];программа;noun
project;[ʹprɒdʒəkt];проект;noun
purple;[ʹpɜ:p(ə)l];фиолетовый;adjective
purple;[ʹpɜ:p(ə)l];пурпур;noun
put;[pʋt];поставить;verb
quarter;[ʹkwɔ:tə];квартал;noun
question;[ʹkwestʃ(ə)n];вопрос;noun
quick;[kwık];быстрый;adjective
